episode_index,task_index,jerk_score_ep,act_state_agree,act_lag,act_lag_gain,goal_dist,z_jerk,z_agree,z_goal,flag_noise,flag_misaligned,flag_label,truth
88,0,0.09751593,0.97795147,1,0.010568914,0.018164992,-0.6744906902313232,0.83940345,1.392576813697815,False,False,False,clean
89,8,0.08264738,0.842115,1,0.009191136,0.015545964,-0.9203019738197327,-3.125916,0.6190639138221741,False,False,False,clean
90,6,0.092236556,0.87322867,1,0.008609522,0.052255213,2.935084819793701,-2.2176497,5.483356475830078,False,False,True,label_swap
91,7,0.5540284,0.90107465,2,0.006908222,0.0075674653,29.666357040405273,-1.4047737,-1.5201441049575806,True,False,False,action_noise
92,5,0.106354594,0.8722745,2,0.021459665,0.011057973,0.36022499203681946,-2.2455032,-0.5856322646141052,False,False,False,clean
93,3,0.10824848,0.9174257,1,0.004906154,0.011955857,1.198490023612976,-0.9274564,-0.643094003200531,False,False,False,clean
94,7,0.11732143,0.97755903,1,0.0052044117,0.008457899,-0.9159442186355591,0.8279475,-1.0912960767745972,False,False,False,clean
95,3,0.09987529,0.94861376,1,0.0076144664,0.018483937,0.6017586588859558,-0.01701865,0.15511071681976318,False,False,False,clean
96,4,0.11677997,0.87309456,1,0.008946362,0.010938287,-0.4824155569076538,-2.2215645,-0.010468883439898491,False,False,False,clean
97,8,0.09439329,0.9390272,1,0.0133291185,0.011587858,-0.028745122253894806,-0.29686853,-0.5810224413871765,False,False,False,clean
98,0,0.13669361,0.9539571,1,0.009599201,0.10733926,4.327061653137207,0.13896273,26.1734676361084,True,False,True,label_swap
99,9,0.10866071,0.91162366,1,0.0030422905,0.059487045,1.6457194089889526,-1.0968286,19.33786964416504,False,False,True,label_swap
100,6,0.066279605,0.9482344,1,0.0030063225,0.011271477,0.13113723695278168,-0.028093562,-0.5915299654006958,False,False,False,clean
101,5,0.6153308,0.8182471,1,0.018200807,0.012271166,20.05080223083496,-3.8226645,-0.31977537274360657,True,False,False,action_noise
102,5,0.07381028,0.97145045,1,0.00928867,0.012463272,-0.8988049626350403,0.6496266,-0.27767765522003174,False,False,False,clean
103,9,0.0719769,0.9724376,1,0.0031397883,0.008545995,-0.49229127168655396,0.678444,0.39492860436439514,False,False,False,clean
104,9,0.0806302,0.96354395,1,0.0041730134,0.007495463,0.012041356414556503,0.4188213,0.0042777652852237225,False,False,False,clean
105,0,0.10485307,0.96556795,0,0.0,0.0091436505,0.26219266653060913,0.47790548,-1.114389419555664,False,False,False,clean
106,6,0.058821674,0.9329105,0,0.0,0.0120126605,-0.674490749835968,-0.47542602,-0.4816667139530182,False,False,False,clean
107,0,0.10254069,0.9646004,1,0.008523266,0.011006713,-0.03301401436328888,0.44966054,-0.5966577529907227,False,False,False,clean
108,1,0.06610537,0.969801,1,0.0010382278,0.0071026087,-1.3839622735977173,0.60147643,-0.8659548163414001,False,False,False,clean
109,5,0.07474124,0.91198236,1,0.00805504,0.14029622,-0.8627893328666687,-1.0863575,27.73539924621582,False,False,True,label_swap
110,1,0.08770688,0.94617206,1,0.0041154674,0.0067124367,0.5914539694786072,-0.08829653,-0.9650985598564148,False,False,False,clean
111,9,0.078080796,0.9771983,1,0.007679345,0.0063667297,-0.13654324412345886,0.8174172,-0.4154530167579651,False,False,False,clean
112,8,0.08799158,0.9110057,1,0.0062730615,0.012978792,-0.5146580934524536,-1.1148686,-0.15929526090621948,False,False,False,clean
113,1,0.08730625,0.9306882,1,0.011421847,0.007953584,0.5548175573348999,-0.54029906,-0.6497198343276978,False,False,False,clean
114,0,0.6388833,0.832604,1,0.008437521,0.008470416,68.43826293945312,-3.4035594,-1.3014764785766602,True,False,False,action_noise
115,6,0.060565878,0.97176075,1,0.0028837891,0.008841753,-0.486076682806015,0.6586849,-0.951680064201355,False,False,False,clean
116,7,0.1264981,0.9681202,1,0.009368991,0.024285793,-0.2733079195022583,0.552411,6.531686782836914,False,False,True,clean
117,7,0.5750665,0.9241973,1,0.008474977,0.014152765,31.1396427154541,-0.7297801,1.651448130607605,True,False,False,action_noise
118,3,0.09321028,0.97004116,2,0.016496884,0.16970164,0.12676353752613068,0.6084868,18.644878387451172,False,False,True,label_swap
119,7,0.12700984,0.95857054,1,0.011112485,0.006883621,-0.23747141659259796,0.2736382,-1.8494950532913208,False,False,False,clean
120,8,0.100507714,0.9293084,1,0.005296655,0.009192228,0.43536171317100525,-0.5805777,-1.3073705434799194,False,False,False,clean
121,0,0.100677595,0.9640707,1,0.007321087,0.010726631,-0.27086254954338074,0.43419743,-0.6744906306266785,False,False,False,clean
122,7,0.6309891,0.8919137,1,0.008527678,0.010148525,35.05585861206055,-1.6721985,-0.2770618498325348,True,False,False,action_noise
123,2,0.12547037,0.83304137,1,0.0030780502,0.009704173,0.7444697618484497,-3.3907917,-0.7842329144477844,False,False,False,clean
124,4,0.15215263,0.9630677,1,0.0066902856,0.010188103,1.8647387027740479,0.40491894,-0.21193885803222656,False,False,False,clean
125,0,0.106737755,0.9753056,1,0.009760235,0.015108228,0.5027976632118225,0.76216614,0.5431238412857056,False,False,False,clean
126,2,0.12569904,0.8413401,0,0.0,0.009531796,0.7556399703025818,-3.1485355,-0.810451328754425,False,False,False,clean
127,9,0.09193609,0.96168154,1,0.0088885175,0.011543453,0.6709727644920349,0.36445418,1.5095634460449219,False,False,False,clean
128,7,0.13611573,0.97436506,1,0.0062487805,0.011494875,0.40020811557769775,0.73470944,0.3713630437850952,False,False,False,clean
129,0,0.10279929,0.9682115,0,0.0,0.0069508553,0.0,0.55507493,-1.7237515449523926,False,False,False,clean
130,1,0.0781062,0.7735172,7,0.19235659,0.013891101,-0.2865094542503357,-5.128413,0.859018087387085,False,True,False,misaligned
131,3,0.14648056,0.95105946,1,0.008353979,0.17642832,3.923173666000366,0.054375812,19.46736717224121,True,False,True,label_swap
132,5,0.079608515,0.95748883,2,0.013612989,0.014035523,-0.674490749835968,0.2420612,0.06686259806156158,False,False,False,clean
133,9,0.07674231,0.9732644,1,0.0034093228,0.012105823,-0.21455325186252594,0.70257914,1.7186863422393799,False,False,False,clean
134,3,0.073368326,0.94071645,2,0.0127735445,0.00913471,-1.2873119115829468,-0.24755602,-0.9880427718162537,False,False,False,clean
135,4,0.124748565,0.68114126,7,0.28976586,0.01304239,0.04634104669094086,-7.825038,0.5546106696128845,False,True,False,misaligned
136,9,0.0615978,0.9726534,1,0.0030126898,0.004842639,-1.0972071886062622,0.6847427,-0.9822015166282654,False,False,False,clean
137,5,0.0764449,0.7271006,8,0.24223374,0.016043186,-0.796880304813385,-6.4833994,0.5068182349205017,False,True,False,misaligned
138,1,0.07400406,0.9554426,1,0.0028364325,0.022520006,-0.66164231300354,0.18232802,3.0516445636749268,False,False,True,clean
139,2,0.09584415,0.8874289,1,0.004881155,0.014929652,-0.702709972858429,-1.8031191,0.01056172326207161,False,False,False,clean
140,2,0.096304946,0.8982634,1,0.0036444082,0.012058973,-0.68020099401474,-1.4868394,-0.4260680675506592,False,False,False,clean
141,9,0.07715421,0.9478479,1,0.005652077,0.00627923,-0.19054654240608215,-0.03937553,-0.44799062609672546,False,False,False,clean
142,2,0.10092143,0.918412,0,0.0,0.015426576,-0.45469528436660767,-0.89866334,0.08614376932382584,False,False,False,clean
143,6,0.06506563,0.9709946,1,0.0034961572,0.010711789,0.0,0.63631934,-0.6744906306266785,False,False,False,clean
144,8,0.62180287,0.7646487,1,0.0059469673,0.016256511,40.0035514831543,-5.3873014,0.834499716758728,True,False,False,action_noise
145,6,0.11877941,0.8969071,1,0.009677251,0.11151481,5.802323341369629,-1.5264325,14.267213821411133,True,False,True,label_swap
146,1,0.07832991,0.92848164,1,0.001558125,0.008014441,-0.2660515010356903,-0.6047128,-0.6342560648918152,False,False,False,clean
147,9,0.07466529,0.79643875,7,0.17846039,0.010674655,-0.33560600876808167,-4.45929,1.1864924430847168,False,True,False,misaligned
148,4,0.12410406,0.91252637,1,0.012480211,0.014157176,0.0035748877562582493,-1.0704768,0.8539983630180359,False,False,False,clean
149,6,0.06329328,0.84977996,7,0.11411433,0.028446257,-0.1914547085762024,-2.902161,1.954232096672058,False,True,False,misaligned
150,6,0.09543804,0.9224085,1,0.012232623,0.06554121,3.280918598175049,-0.78199834,7.452696323394775,True,False,True,label_swap
151,8,0.10433592,0.8841702,1,0.008595551,0.051583648,0.7259363532066345,-1.8982468,11.545585632324219,False,False,True,clean
152,1,0.082350664,0.9630955,1,0.0047438187,0.010527015,0.10163840651512146,0.40572977,0.004195356275886297,False,False,False,clean
153,3,0.08102941,0.91779816,1,0.004629337,0.01211834,-0.7413299679756165,-0.9165833,-0.6232268810272217,False,False,False,clean
154,9,0.083909534,0.8456757,1,0.004372405,0.019617558,0.20316803455352783,-3.0219717,4.512000560760498,False,False,True,clean
155,8,0.083296545,0.91455615,1,0.008398363,0.0113271475,-0.8710282444953918,-1.0112238,-0.6600691676139832,False,False,False,clean
156,5,0.15166806,0.95961475,1,0.011725034,0.012312055,2.113250255584717,0.30412072,-0.31081506609916687,False,False,False,clean
157,0,0.10233099,0.9681281,1,0.01381782,0.0066573024,-0.059784576296806335,0.5526407,-1.8053277730941772,False,False,False,clean
158,9,0.093040794,0.93369395,1,0.005284682,0.0049242973,0.7353573441505432,-0.45255584,-0.9518359899520874,False,False,False,clean
159,7,0.072751075,0.9828994,1,0.0057658637,0.15786487,-4.037177085876465,0.9838436,70.86563873291016,False,False,True,label_swap
160,4,0.13021803,0.95793015,1,0.0131303705,0.006847501,0.4092675447463989,0.25494394,-1.1090933084487915,False,False,False,clean
161,4,0.12351614,0.9467901,1,0.016484344,0.010277629,-0.03543642535805702,-0.07025478,-0.18789564073085785,False,False,False,clean
162,3,0.07966977,0.9567517,1,0.006198441,0.011542261,-0.8382269740104675,0.22054298,-0.6936655044555664,False,False,False,clean
163,4,0.57388777,0.90566146,1,0.0064288313,0.008751035,29.848989486694336,-1.270876,-0.5978788733482361,True,False,False,action_noise
164,2,0.11852074,0.61790913,7,0.30671033,0.024963558,0.40499454736709595,-9.670901,1.536717176437378,False,True,False,misaligned
165,7,0.11903948,0.98100173,1,0.005002857,0.010534644,-0.795630156993866,0.9284464,-0.09110042452812195,False,False,False,clean
166,7,0.5945179,0.8847492,1,0.013329798,0.009374499,32.501808166503906,-1.8813447,-0.6498458385467529,True,False,False,action_noise
167,0,0.09665323,0.9712048,1,0.0030935167,0.012449563,-0.7846261858940125,0.64245623,-0.19570016860961914,False,False,False,clean
168,1,0.087168366,0.969428,1,0.002107657,0.009119809,0.5422079563140869,0.5905877,-0.3533792495727539,False,False,False,clean
169,8,0.106314085,0.91483873,1,0.004706274,0.013477027,0.8760862946510315,-1.0029746,-0.00823177583515644,False,False,False,clean
170,0,0.1206537,0.5919055,7,0.38823566,0.010920107,2.279352903366089,-10.4299965,-0.6207247972488403,False,True,False,misaligned
171,4,0.12399631,0.9604869,1,0.014936985,0.015416622,-0.0035748877562582493,0.32957995,1.192236065864563,False,False,False,clean
172,7,0.14082018,0.9570418,1,0.009720743,0.0102312565,0.7296573519706726,0.22901142,-0.23721706867218018,False,False,False,clean
173,2,0.63094485,0.8545615,1,0.0035726768,0.0152698755,25.435855865478516,-2.7625787,0.0623096339404583,True,False,False,action_noise
174,4,0.15588626,0.9663478,1,0.013011655,0.009352386,2.1124842166900635,0.50067127,-0.4363795518875122,False,False,False,clean
175,7,0.12366793,0.9689412,1,0.0055583194,0.013487756,-0.4715028703212738,0.57637733,1.331168532371521,False,False,False,clean
176,1,0.06407922,0.95665747,1,0.0048288223,0.0075460672,-1.569250226020813,0.2177921,-0.7532709240913391,False,False,False,clean
177,8,0.106940866,0.94481623,1,0.00972084,0.016340137,0.9236611723899841,-0.12787564,0.8598546385765076,False,False,False,clean
178,2,0.11879464,0.9347648,1,0.0055354377,0.0078882575,0.41837427020072937,-0.42129555,-1.060433268547058,False,False,False,clean
179,6,0.05571951,0.9656501,1,0.0026583937,0.016867638,-1.0095958709716797,0.48030317,0.23797081410884857,False,False,False,clean
180,9,0.6484786,0.8246298,1,0.006014818,0.010950327,33.10745620727539,-3.6363413,1.2890037298202515,True,False,False,action_noise
181,5,0.1067816,0.9730237,1,0.011887932,0.010606945,0.37674447894096375,0.6955531,-0.6844697594642639,False,False,False,clean
182,5,0.079176694,0.9330353,2,0.013140291,0.17000914,-0.6911964416503906,-0.4717825,34.24663543701172,False,False,True,label_swap
183,7,0.5978465,0.8872668,1,0.010868422,0.022271872,32.73490905761719,-1.8078501,5.5617475509643555,True,False,True,action_noise
184,3,0.10089585,0.94404054,1,0.0071412735,0.021168947,0.674490749835968,-0.15051961,0.4834136962890625,False,False,False,clean
185,3,0.07057688,0.9492943,1,0.004825768,0.009312391,-1.4862499237060547,0.0028483314,-0.9663172364234924,False,False,False,clean
186,2,0.10346314,0.82242894,0,0.0,0.010425687,-0.3305378258228302,-3.700588,-0.6744906902313232,False,False,False,clean
187,6,0.053933997,0.94898695,0,0.0,0.012454748,-1.2024723291397095,-0.0061246958,-0.4161374866962433,False,False,False,clean
188,4,0.12502182,0.9679773,1,0.013825618,0.015178204,0.06447256356477737,0.5482386,1.1282062530517578,False,False,False,clean
189,8,0.07397746,0.8838017,1,0.008057869,0.011314273,-1.5783802270889282,-1.9090033,-0.6639727354049683,False,False,False,clean
190,0,0.093274064,0.96850634,1,0.0079163285,0.00819695,-1.2160217761993408,0.56368256,-1.3774707317352295,False,False,False,clean
191,9,0.072838746,0.9830643,1,0.000729951,0.008190572,-0.44206106662750244,0.9886564,0.2627611756324768,False,False,False,clean
192,8,0.092955746,0.93352777,1,0.0043451423,0.012575984,-0.13785997033119202,-0.45740688,-0.2814255356788635,False,False,False,clean
193,2,0.109059304,0.89547634,0,0.0,0.017378688,-0.05717692896723747,-1.5681987,0.38305965065956116,False,False,False,clean
194,6,0.060048282,0.9595546,1,0.0072724507,0.034212053,-0.5419889092445374,0.3023651,2.8088772296905518,False,False,False,clean
195,4,0.11706596,0.9563162,1,0.013027483,0.007666528,-0.46343863010406494,0.20782901,-0.8891347050666809,False,False,False,clean
196,0,0.111922465,0.95894486,1,0.007397188,0.11549193,1.164694905281067,0.28456518,28.439035415649414,False,False,True,label_swap
197,1,0.092422284,0.9441335,1,0.010868443,0.0049417615,1.022668719291687,-0.14780526,-1.4150315523147583,False,False,False,clean
198,8,0.58624834,0.81839335,1,0.0047585997,0.010344267,37.304832458496094,-3.8183944,-0.958075761795044,True,False,False,action_noise
199,5,0.115075715,0.9447434,1,0.010621817,0.021888852,0.6976158022880554,-0.13000189,1.7878267765045166,False,False,False,clean
200,5,0.083212204,0.96720916,2,0.013961598,0.010611057,-0.5350761413574219,0.52581555,-0.68356853723526,False,False,False,clean
201,7,0.65385383,0.8677581,1,0.010390258,0.011347055,36.65707015991211,-2.3773458,0.3001706600189209,True,False,False,action_noise
202,3,0.099744454,0.94023645,1,0.0067438623,0.02513957,0.5924341678619385,-0.261568,0.9689117670059204,False,False,False,clean
203,4,0.086005285,0.93919283,1,0.0067714844,0.12872744,-2.524470806121826,-0.29203314,31.623069763183594,False,False,True,label_swap
204,6,0.06613244,0.96655095,1,0.0018794171,0.011147797,0.11524015665054321,0.5066011,-0.6098626255989075,False,False,False,clean
205,4,0.11554771,0.97196805,1,0.009046134,0.017822087,-0.5641821622848511,0.6647365,1.8382494449615479,False,False,False,clean
206,8,0.0832421,0.9729596,1,0.0030244107,0.14678943,-0.8751605749130249,0.69368094,40.411705017089844,False,False,True,label_swap
207,0,0.091772325,0.97734517,1,0.00990189,0.013414264,-1.4077388048171997,0.8217045,0.07238338887691498,False,False,False,clean
208,4,0.1435307,0.96937346,1,0.010342367,0.013351798,1.2926301956176758,0.58899564,0.6377054452896118,False,False,False,clean
209,9,0.5681359,0.88861895,1,0.013219251,0.0058634877,28.42491340637207,-1.7683789,-0.6025885939598083,True,False,False,action_noise
210,1,0.08049014,0.9427103,1,0.00684119,0.010355115,-0.06850273162126541,-0.18935227,-0.039484813809394836,False,False,False,clean
211,0,0.10674833,0.9614489,0,0.0,0.014927566,0.5041473507881165,0.3576631,0.49291926622390747,False,False,False,clean
212,1,0.6678437,0.82486546,1,0.009709927,0.0088403225,53.64385223388672,-3.6294615,-0.42439737915992737,True,False,False,action_noise
