stage,global_step,epoch,loss,loss_pred,loss_reg,emb_std,act_emb_std,pred_emb_std
train,160,0,3.0048272609710693,0.2704523205757141,30.375,0.4114079177379608,0.11954689770936966,0.32863548398017883
train,161,0,3.0461907386779785,0.26494064927101135,30.875,0.4086158275604248,0.11986299604177475,0.32821568846702576
train,162,0,2.9870481491088867,0.2682981491088867,30.25,0.4105163514614105,0.11804107576608658,0.32857316732406616
train,163,0,3.0133044719696045,0.2633044421672821,30.625,0.4091987609863281,0.11966623365879059,0.327842652797699
train,164,0,2.9726459980010986,0.2695210874080658,30.0,0.4142981767654419,0.12096887826919556,0.32755959033966064
train,165,0,2.991776704788208,0.27302661538124084,30.125,0.41576701402664185,0.1184668093919754,0.3268096446990967
train,166,0,2.996136426925659,0.27738651633262634,30.125,0.41937875747680664,0.11857529729604721,0.32761961221694946
train,167,0,2.960996389389038,0.2734964191913605,29.875,0.4184958040714264,0.12046404182910919,0.32641810178756714
train,168,0,2.9918062686920166,0.2730562686920166,30.125,0.41617757081985474,0.1196708157658577,0.32741275429725647
train,169,0,2.9816784858703613,0.27855339646339417,30.0,0.41998010873794556,0.12091784924268723,0.32517892122268677
train,170,0,2.9263250827789307,0.2857000231742859,29.375,0.42910894751548767,0.12002227455377579,0.3248072862625122
train,171,0,2.9048783779144287,0.27987828850746155,29.125,0.43051108717918396,0.11960042268037796,0.325514554977417
train,172,0,2.9151926040649414,0.2745676636695862,29.375,0.4291341304779053,0.12007827311754227,0.32535937428474426
train,173,0,2.9296653270721436,0.2734154164791107,29.5,0.4245656132698059,0.11957968026399612,0.3265060484409332
train,174,0,2.9321186542510986,0.27586859464645386,29.5,0.42698782682418823,0.12061721831560135,0.3248504102230072
train,175,0,2.9445362091064453,0.27266111969947815,29.75,0.4215828776359558,0.12017077952623367,0.3246053159236908
train,176,0,2.939664363861084,0.26778942346572876,29.625,0.4216934144496918,0.12115495651960373,0.32394856214523315
train,177,0,2.903963804244995,0.27896374464035034,29.25,0.4241068363189697,0.12038024514913559,0.32371482253074646
train,178,0,2.903832197189331,0.27883222699165344,29.125,0.42578908801078796,0.12079893052577972,0.32382649183273315
train,179,0,2.9021224975585938,0.2771224081516266,29.125,0.4347725212574005,0.12059679627418518,0.3245571255683899
train,180,0,2.9104807376861572,0.28548070788383484,29.125,0.43064630031585693,0.11861354112625122,0.3233675956726074
train,181,0,2.8997104167938232,0.2747105062007904,29.25,0.4261164665222168,0.12097396701574326,0.3222538232803345
train,182,0,2.908626079559326,0.283625990152359,29.25,0.4300885796546936,0.11941647529602051,0.32290977239608765
train,183,0,2.916088819503784,0.27546390891075134,29.375,0.4274960160255432,0.1199721097946167,0.3221752941608429
train,184,0,2.8355917930603027,0.28871673345565796,28.25,0.4398286044597626,0.12119400501251221,0.3225322663784027
train,185,0,2.9080867767333984,0.28308671712875366,29.125,0.4329559803009033,0.11918678879737854,0.32240214943885803
train,186,0,2.8289947509765625,0.2821196913719177,28.375,0.4394793212413788,0.12170262634754181,0.3220800757408142
train,187,0,2.8318231105804443,0.28494808077812195,28.25,0.4371544420719147,0.12091009318828583,0.32133999466896057
train,188,0,2.883774518966675,0.29002460837364197,28.75,0.44205981492996216,0.12062355130910873,0.3217562735080719
train,189,0,2.8772053718566895,0.2834552824497223,28.75,0.43644219636917114,0.12076802551746368,0.32056519389152527
train,190,0,2.826124906539917,0.27924999594688416,28.375,0.44203314185142517,0.12046894431114197,0.3207052946090698
train,191,0,2.8646695613861084,0.2865445017814636,28.625,0.44041693210601807,0.12101507931947708,0.320734441280365
train,192,0,2.825975179672241,0.27910009026527405,28.375,0.43783512711524963,0.11989637464284897,0.32023942470550537
train,193,0,2.851649284362793,0.2891494035720825,28.5,0.43876537680625916,0.11996502429246902,0.3198799192905426
train,194,0,2.818082332611084,0.28683245182037354,28.125,0.4422914981842041,0.11992143094539642,0.32103732228279114
train,195,0,2.835052251815796,0.2881772220134735,28.25,0.4473210573196411,0.11925777047872543,0.31982290744781494
train,196,0,2.837374210357666,0.290499210357666,28.25,0.4447384476661682,0.12189888209104538,0.3198222517967224
train,197,0,2.8047680854797363,0.3047682046890259,27.75,0.454445481300354,0.11889585107564926,0.3204438090324402
train,198,0,2.7870371341705322,0.3026621639728546,27.625,0.4520220458507538,0.12060344219207764,0.31940171122550964
train,199,0,2.817451238632202,0.3018263280391693,27.875,0.45514026284217834,0.12027470767498016,0.3199990391731262
train,200,0,2.8031890392303467,0.2875639796257019,27.875,0.4489230215549469,0.12128228694200516,0.3183918595314026
train,201,0,2.812869071960449,0.29724419116973877,27.875,0.4548893868923187,0.12013115733861923,0.3177955448627472
train,202,0,2.7981252670288086,0.29812517762184143,27.75,0.4513660967350006,0.12047242373228073,0.3180478811264038
train,203,0,2.8003957271575928,0.3003956973552704,27.75,0.4538649916648865,0.12062499672174454,0.3192846179008484
train,204,0,2.7656192779541016,0.29686927795410156,27.375,0.453607439994812,0.1214023232460022,0.31796449422836304
train,205,0,2.7821860313415527,0.29781103134155273,27.625,0.4556066393852234,0.12098448723554611,0.3179895579814911
train,206,0,2.8093185424804688,0.2936934530735016,27.875,0.4514993131160736,0.12112894654273987,0.3194272816181183
train,207,0,2.765899181365967,0.2971492111682892,27.5,0.45817801356315613,0.12160471081733704,0.3180249333381653
train,208,0,2.771117687225342,0.3023676574230194,27.5,0.4591503441333771,0.12120146304368973,0.31840142607688904
train,209,0,2.7915282249450684,0.2915281355381012,27.75,0.4561171531677246,0.12268266081809998,0.31840357184410095
train,210,0,2.791015625,0.30664050579071045,27.625,0.45826268196105957,0.12077007442712784,0.3185085356235504
train,211,0,2.803819179534912,0.28819411993026733,27.875,0.45002955198287964,0.12169532477855682,0.31910499930381775
train,212,0,2.72063946723938,0.29876449704170227,26.875,0.4572863280773163,0.12164423614740372,0.31759414076805115
train,213,0,2.771968126296997,0.3032180964946747,27.5,0.45585641264915466,0.12255292385816574,0.31609734892845154
train,214,0,2.766329526901245,0.29757943749427795,27.5,0.45722463726997375,0.12187474220991135,0.3168139159679413
train,215,0,2.771371841430664,0.30262184143066406,27.5,0.4593190848827362,0.12326961755752563,0.31646955013275146
train,216,0,2.676464319229126,0.30146440863609314,26.375,0.4640454351902008,0.12239296734333038,0.3168086111545563
train,217,0,2.74489688873291,0.29177194833755493,27.25,0.45218074321746826,0.12204225361347198,0.3171699047088623
train,218,0,2.7970900535583496,0.29708999395370483,27.75,0.4540596604347229,0.12080099433660507,0.31732529401779175
train,219,0,2.8083393573760986,0.29271426796913147,28.0,0.4517669975757599,0.12177953124046326,0.3168010413646698
train,220,0,2.738978385925293,0.30147847533226013,27.0,0.4581894874572754,0.12318037450313568,0.31571057438850403
train,221,0,2.73321533203125,0.31134021282196045,26.875,0.4685574173927307,0.12154307961463928,0.31518644094467163
train,222,0,2.723590850830078,0.3017158508300781,26.875,0.46101534366607666,0.1212005689740181,0.3153032660484314
train,223,0,2.72871732711792,0.3068423867225647,26.875,0.46588659286499023,0.12388566136360168,0.31587111949920654
train,224,0,2.7408359050750732,0.30333590507507324,27.0,0.46369898319244385,0.12098381668329239,0.3155018985271454
train,225,0,2.7530360221862793,0.31553593277931213,27.0,0.46956151723861694,0.12064697593450546,0.3150613605976105
train,226,0,2.6965019702911377,0.3058769404888153,26.625,0.46950265765190125,0.12344925850629807,0.31481754779815674
train,227,0,2.766726016998291,0.29797592759132385,27.375,0.4592941999435425,0.12275046855211258,0.3161383867263794
train,228,0,2.742337465286255,0.3048374652862549,27.125,0.46622151136398315,0.12225031107664108,0.3151435852050781
train,229,0,2.6965889930725098,0.30596405267715454,26.625,0.4725409746170044,0.12221924215555191,0.31501254439353943
train,230,0,2.7490057945251465,0.31150582432746887,27.125,0.47009167075157166,0.12234049290418625,0.3146939277648926
train,231,0,2.660005807876587,0.31625571846961975,26.0,0.4772424101829529,0.12209414690732956,0.3151201605796814
train,232,0,2.704270124435425,0.31364503502845764,26.5,0.46877703070640564,0.12193020433187485,0.31494617462158203
train,233,0,2.694514751434326,0.30388981103897095,26.5,0.4687233865261078,0.1234971359372139,0.3143252730369568
train,234,0,2.6964473724365234,0.3058224320411682,26.625,0.47030752897262573,0.12235620617866516,0.31411680579185486
train,235,0,2.6326255798339844,0.3201255202293396,25.75,0.4800192713737488,0.12212628871202469,0.3141012191772461
train,236,0,2.641174077987671,0.31304916739463806,25.875,0.4765416085720062,0.12341932207345963,0.3144223392009735
train,237,0,2.660642147064209,0.3168920576572418,26.0,0.4801214039325714,0.12374354898929596,0.3132818937301636
train,238,0,2.6359405517578125,0.3078154921531677,25.875,0.47940605878829956,0.1218952164053917,0.3144185543060303
train,239,0,2.6340742111206055,0.3215741217136383,25.75,0.4849129617214203,0.12242940813302994,0.31433266401290894
train,240,0,2.6650161743164062,0.3212662935256958,26.0,0.4808686077594757,0.12272500991821289,0.3123205006122589
train,241,0,2.625034809112549,0.32815974950790405,25.5,0.4830441474914551,0.1238454207777977,0.31215450167655945
train,242,0,2.6430084705352783,0.3148835599422455,25.875,0.48207518458366394,0.12249772995710373,0.3129497468471527
train,243,0,2.7118842601776123,0.32125917077064514,26.5,0.4804093837738037,0.12355726957321167,0.3119446933269501
train,244,0,2.6748342514038086,0.31545931100845337,26.25,0.4788970947265625,0.12306084483861923,0.3127395212650299
train,245,0,2.723724365234375,0.31747448444366455,26.75,0.48075050115585327,0.12247683107852936,0.3125736713409424
train,246,0,2.645167350769043,0.3170422911643982,25.875,0.48649775981903076,0.12343134731054306,0.3122182786464691
train,247,0,2.690720796585083,0.331345796585083,26.25,0.48870572447776794,0.12294415384531021,0.3124270737171173
train,248,0,2.6515605449676514,0.32343563437461853,25.875,0.48904088139533997,0.12233401089906693,0.31268295645713806
train,249,0,2.6470136642456055,0.318888783454895,25.875,0.47817111015319824,0.12203731387853622,0.31252169609069824
train,250,0,2.613621473312378,0.31674638390541077,25.5,0.4842502176761627,0.12193424999713898,0.3130853772163391
train,251,0,2.632484197616577,0.3199842870235443,25.75,0.48455139994621277,0.12201673537492752,0.31236621737480164
train,252,0,2.6594045162200928,0.3156544864177704,26.125,0.4808529019355774,0.12277396768331528,0.3121764659881592
train,253,0,2.6396231651306152,0.32712322473526,25.625,0.4917832314968109,0.1249413937330246,0.3131270110607147
train,254,0,2.610173463821411,0.3132984936237335,25.5,0.4852325916290283,0.12373416870832443,0.31201255321502686
